0	8216
1	8215
2	8215
3	8223
4	8217
5	8213
6	8219
7	8217
8	8216
9	8228
10	8219
11	8217
12	8220
13	8217
14	8219
15	8227
16	8210
17	8225
18	8214
19	8218
20	8217
21	8210
22	8216
23	8219
24	8215
25	8206
26	8219
27	8229
28	8223
29	8213
30	8210
31	8218
32	8213
33	8217
34	8218
35	8219
36	8211
37	8213
38	8220
39	8215
40	8221
41	8227
42	8216
43	8220
44	8218
45	8211
46	8213
47	8218
48	8218
49	8208
50	8213
51	8211
52	8216
53	8224
54	8213
55	8213
56	8219
57	8222
58	8220
59	8222
60	8224
61	8217
62	8225
63	8212
64	8214
65	8217
66	8214
67	8220
68	8219
69	8215
70	8209
71	8228
72	8215
73	8216
74	8222
75	8227
76	8221
77	8227
78	8216
79	8203
80	8208
81	8210
82	8213
83	8212
84	8208
85	8215
86	8207
87	8215
88	8210
89	8216
90	8218
91	8221
92	8215
93	8216
94	8211
95	8220
96	8216
97	8210
98	8222
99	8217
100	8217
101	8234
102	8207
103	8216
104	8220
105	8217
106	8217
107	8222
108	8227
109	8226
110	8222
111	8224
112	8224
113	8228
114	8220
115	8219
116	8209
117	8220
118	8217
119	8218
120	8217
121	8217
122	8222
123	8220
124	8215
125	8220
126	8218
127	8218
128	8216
129	8218
130	8216
131	8217
132	8208
133	8212
134	8217
135	8215
136	8219
137	8213
138	8217
139	8218
140	8215
141	8221
142	8218
143	8221
144	8215
145	8211
146	8225
147	8210
148	8222
149	8216
150	8220
151	8221
152	8216
153	8214
154	8211
155	8207
156	8205
157	8220
158	8216
159	8224
160	8214
161	8226
162	8216
163	8215
164	8226
165	8222
166	8230
167	8218
168	8222
169	8218
170	8209
171	8215
172	8208
173	8210
174	8216
175	8224
176	8228
177	8231
178	8241
179	8221
180	8213
181	8211
182	8209
183	8217
184	8208
185	8210
186	8197
187	8207
188	8211
189	8207
190	8215
191	8213
192	8219
193	8219
194	8217
195	8221
196	8216
197	8212
198	8219
199	8220
200	8207
201	8209
202	8205
203	8211
204	8218
205	8208
206	8205
207	8210
208	8209
209	8208
210	8205
211	8219
212	8220
213	8220
214	8225
215	8224
216	8216
217	8213
218	8224
219	8216
220	8217
221	8217
222	8221
223	8210
224	8213
225	8216
226	8213
227	8215
228	8219
229	8214
230	8218
231	8228
232	8216
233	8221
234	8214
235	8214
236	8219
237	8232
238	8212
239	8220
240	8221
241	8217
242	8210
243	8211
244	8213
245	8218
246	8217
247	8216
248	8221
249	8217
250	8207
251	8213
252	8220
253	8227
254	8216
255	8221
256	8206
257	8215
258	8212
259	8211
260	8215
261	8203
262	8215
263	8212
264	8219
265	8215
266	8212
267	8228
268	8220
269	8222
270	8219
271	8221
272	8218
273	8218
274	8209
275	8207
276	8207
277	8220
278	8217
279	8208
280	8219
281	8224
282	8221
283	8218
284	8228
285	8215
286	8214
287	8220
288	8215
289	8218
290	8223
291	8209
292	8215
293	8215
294	8216
295	8222
296	8219
297	8213
298	8214
299	8210
300	8213
301	8212
302	8202
303	8214
304	8214
305	8208
306	8202
307	8210
308	8214
309	8206
310	8207
311	8209
312	8209
313	8218
314	8217
315	8219
316	8205
317	8208
318	8215
319	8213
320	8213
321	8218
322	8213
323	8219
324	8224
325	8216
326	8211
327	8210
328	8212
329	8210
330	8205
331	8208
332	8213
333	8218
334	8212
335	8218
336	8211
337	8221
338	8219
339	8218
340	8211
341	8216
342	8214
343	8212
344	8217
345	8217
346	8216
347	8206
348	8220
349	8208
350	8213
351	8210
352	8210
353	8205
354	8213
355	8219
356	8211
357	8221
358	8224
359	8219
360	8216
361	8214
362	8220
363	8215
364	8215
365	8205
366	8212
367	8214
368	8210
369	8207
370	8210
371	8210
372	8213
373	8213
374	8204
375	8208
376	8210
377	8219
378	8215
379	8212
380	8214
381	8215
382	8215
383	8205
384	8209
385	8209
386	8211
387	8209
388	8210
389	8214
390	8206
391	8206
392	8210
393	8210
394	8210
395	8212
396	8211
397	8212
398	8216
399	8207
400	8213
401	8218
402	8212
403	8219
404	8211
405	8215
406	8211
407	8217
408	8213
409	8218
410	8204
411	8211
412	8214
413	8207
414	8215
415	8211
416	8228
417	8216
418	8215
419	8213
420	8209
421	8214
422	8207
