0	8163
1	8159
2	8166
3	8163
4	8163
5	8175
6	8174
7	8160
8	8167
9	8158
10	8152
11	8161
12	8168
13	8163
14	8171
15	8160
16	8165
17	8162
18	8159
19	8166
20	8164
21	8168
22	8171
23	8167
24	8159
25	8176
26	8181
27	8170
28	8177
29	8168
30	8164
31	8159
32	8160
33	8169
34	8164
35	8164
36	8164
37	8162
38	8173
39	8171
40	8167
41	8165
42	8176
43	8162
44	8164
45	8163
46	8163
47	8163
48	8158
49	8157
50	8153
51	8152
52	8155
53	8156
54	8155
55	8146
56	8153
57	8150
58	8149
59	8156
60	8159
61	8167
62	8150
63	8156
64	8154
65	8163
66	8158
67	8173
68	8168
69	8158
70	8158
71	8161
72	8158
73	8164
74	8167
75	8163
76	8159
77	8164
78	8168
79	8170
80	8171
81	8165
82	8169
83	8173
84	8170
85	8175
86	8180
87	8176
88	8175
89	8165
90	8161
91	8181
92	8173
93	8164
94	8162
95	8159
96	8168
97	8176
98	8170
99	8172
100	8167
101	8158
102	8158
103	8148
104	8157
105	8159
106	8168
107	8166
108	8159
109	8165
110	8169
111	8157
112	8168
113	8168
114	8170
115	8169
116	8165
117	8163
118	8166
119	8174
120	8161
121	8159
122	8170
123	8168
124	8172
125	8162
126	8162
127	8164
128	8165
129	8169
130	8161
131	8168
132	8160
133	8167
134	8178
135	8179
136	8173
137	8176
138	8174
139	8162
140	8164
141	8172
142	8171
143	8181
144	8165
145	8168
146	8171
147	8172
148	8171
149	8174
150	8177
151	8181
152	8173
153	8165
154	8164
155	8166
156	8163
157	8166
158	8169
159	8176
160	8171
161	8167
162	8169
163	8174
164	8172
165	8168
166	8179
167	8167
168	8166
169	8168
170	8162
171	8167
172	8171
173	8180
174	8177
175	8172
176	8167
177	8165
178	8169
179	8162
180	8171
181	8169
182	8169
183	8173
184	8178
185	8194
186	8211
187	8236
188	8252
189	8268
190	8296
191	8313
192	8358
193	8384
194	8401
195	8424
196	8452
197	8480
198	8512
199	8547
200	8571
201	8591
202	8630
203	8658
204	8674
205	8695
206	8705
207	8740
208	8756
209	8772
210	8791
211	8800
212	8823
213	8823
214	8839
215	8856
216	8869
217	8883
218	8889
219	8893
220	8890
221	8890
222	8894
223	8892
224	8891
225	8888
226	8894
227	8901
228	8896
229	8905
230	8903
231	8902
232	8918
233	8909
234	8911
235	8909
236	8896
237	8899
238	8898
239	8900
240	8899
241	8906
242	8900
243	8906
244	8910
245	8907
246	8908
247	8903
248	8911
249	8914
250	8901
251	8890
252	8898
253	8907
254	8909
255	8898
256	8919
257	8908
258	8901
259	8900
260	8901
261	8902
262	8907
263	8907
264	8912
265	8902
266	8903
267	8909
268	8908
269	8906
270	8898
271	8910
272	8909
273	8915
274	8910
275	8912
276	8903
277	8911
278	8907
279	8907
280	8900
281	8901
282	8914
283	8910
284	8901
285	8900
286	8901
287	8902
288	8905
289	8903
290	8899
291	8895
292	8900
293	8886
294	8896
295	8898
296	8892
297	8901
298	8905
299	8909
300	8896
301	8893
302	8893
303	8901
304	8889
305	8897
306	8891
307	8895
308	8896
309	8897
310	8899
311	8900
312	8898
313	8894
314	8903
315	8906
316	8901
317	8911
318	8910
319	8893
320	8896
321	8893
322	8891
323	8898
324	8891
325	8888
326	8892
327	8895
328	8911
329	8910
330	8899
331	8910
332	8899
333	8887
334	8907
335	8903
336	8904
337	8900
338	8899
339	8897
340	8903
341	8897
342	8896
343	8891
344	8895
345	8901
346	8901
347	8902
348	8892
349	8897
350	8901
351	8897
352	8897
353	8899
354	8894
355	8885
356	8884
357	8896
358	8897
359	8890
360	8897
361	8901
362	8881
363	8880
364	8892
365	8890
366	8891
367	8888
368	8891
369	8891
370	8892
371	8886
372	8886
373	8886
374	8890
375	8890
376	8890
377	8882
378	8889
379	8895
380	8891
381	8880
382	8887
383	8892
384	8897
385	8886
386	8880
387	8892
388	8890
389	8904
390	8900
391	8899
392	8896
393	8895
394	8886
395	8896
396	8897
397	8894
398	8892
399	8890
400	8893
401	8884
402	8893
403	8880
404	8879
405	8887
406	8884
407	8886
408	8885
409	8888
410	8875
411	8883
412	8889
413	8892
414	8885
415	8888
416	8880
417	8881
418	8886
419	8888
420	8886
421	8883
422	8880
423	8870
424	8874
425	8862
426	8876
427	8884
428	8880
429	8877
430	8885
431	8884
432	8893
433	8894
434	8892
435	8882
436	8878
437	8877
438	8887
439	8880
440	8875
441	8876
442	8886
443	8885
444	8882
445	8885
446	8875
447	8882
448	8878
449	8879
450	8873
451	8866
452	8873
453	8877
454	8884
455	8880
456	8883
457	8881
458	8883
459	8881
460	8879
461	8877
462	8874
463	8884
464	8872
465	8880
466	8880
467	8883
468	8882
469	8874
470	8874
471	8876
472	8868
473	8882
474	8877
475	8870
476	8879
477	8871
478	8878
479	8869
480	8876
481	8881
482	8876
483	8862
484	8874
485	8871
486	8870
487	8858
488	8862
489	8867
490	8871
491	8862
492	8871
493	8867
494	8871
495	8860
496	8859
497	8867
498	8871
499	8875
500	8879
501	8884
502	8870
503	8860
504	8862
505	8861
506	8862
507	8866
508	8864
509	8856
510	8859
511	8856
512	8861
513	8858
514	8870
515	8875
516	8871
517	8866
518	8878
519	8866
520	8866
521	8870
522	8861
523	8870
524	8872
525	8871
526	8871
527	8866
528	8862
529	8863
530	8875
531	8871
532	8876
533	8867
534	8864
535	8861
536	8866
537	8860
538	8870
539	8853
540	8852
541	8862
542	8857
543	8873
544	8861
545	8861
546	8858
547	8865
548	8866
549	8863
550	8866
551	8870
552	8859
553	8858
554	8865
555	8865
556	8871
557	8858
558	8863
559	8858
560	8865
561	8849
562	8864
563	8859
564	8844
565	8869
566	8876
567	8858
568	8863
569	8858
570	8866
571	8849
572	8856
573	8854
574	8855
575	8852
576	8860
577	8850
578	8854
579	8853
580	8865
581	8865
582	8864
583	8867
584	8866
585	8869
586	8863
587	8863
588	8855
589	8866
590	8860
591	8854
592	8849
593	8844
594	8845
595	8845
596	8852
597	8856
598	8858
599	8858
600	8848
601	8842
602	8856
603	8855
604	8861
605	8856
606	8854
607	8851
608	8847
609	8854
610	8848
611	8844
612	8851
613	8852
614	8846
615	8848
616	8850
617	8852
618	8866
619	8861
620	8859
621	8856
622	8862
623	8862
624	8855
625	8860
626	8856
627	8852
628	8854
629	8855
630	8860
631	8852
632	8859
633	8851
634	8855
635	8847
636	8850
637	8848
638	8846
639	8845
640	8852
641	8846
642	8849
643	8862
644	8857
645	8861
646	8855
647	8849
648	8851
649	8851
650	8849
651	8841
652	8855
653	8847
654	8851
655	8856
656	8840
657	8848
658	8846
659	8845
660	8843
661	8844
662	8840
663	8842
664	8842
665	8848
666	8848
667	8844
668	8849
669	8840
670	8846
671	8839
672	8841
673	8840
674	8836
675	8846
676	8843
677	8838
678	8838
679	8834
680	8844
681	8840
682	8842
683	8846
684	8841
685	8846
686	8847
687	8846
688	8847
689	8844
690	8840
691	8843
692	8846
693	8846
694	8843
695	8840
696	8838
697	8834
698	8838
699	8839
700	8831
701	8841
702	8836
703	8834
704	8848
705	8828
706	8834
707	8835
708	8846
709	8839
710	8833
711	8837
712	8841
713	8841
714	8835
715	8830
716	8845
717	8842
718	8829
719	8841
720	8852
721	8833
722	8836
723	8842
724	8832
725	8828
726	8832
727	8832
728	8838
729	8848
730	8833
731	8840
732	8825
733	8837
734	8834
735	8829
736	8842
737	8830
738	8839
739	8838
740	8824
741	8830
742	8832
743	8825
744	8819
745	8833
746	8824
747	8830
748	8832
749	8836
750	8828
751	8827
752	8834
753	8837
754	8836
755	8825
756	8831
757	8835
758	8835
759	8836
760	8841
761	8829
762	8824
763	8841
764	8832
765	8838
766	8833
767	8832
768	8833
769	8836
770	8837
771	8836
772	8824
773	8840
774	8828
775	8823
776	8823
777	8840
778	8829
779	8823
780	8832
781	8832
782	8826
783	8823
784	8828
785	8826
786	8834
787	8822
788	8830
789	8828
790	8827
791	8831
792	8833
793	8834
794	8827
795	8821
796	8831
797	8832
798	8837
799	8830
800	8832
801	8821
802	8827
803	8826
804	8824
805	8828
806	8825
807	8832
808	8826
809	8824
810	8828
811	8826
812	8825
813	8836
814	8826
815	8830
816	8833
817	8832
818	8830
819	8839
820	8827
821	8823
822	8817
823	8823
824	8816
825	8829
826	8827
827	8825
828	8826
829	8828
830	8817
831	8817
832	8819
833	8810
834	8816
835	8824
836	8826
837	8835
838	8825
839	8822
840	8824
841	8815
842	8824
843	8823
844	8826
845	8817
846	8820
847	8825
848	8817
849	8822
850	8812
851	8817
852	8825
853	8820
854	8819
855	8822
856	8825
857	8808
858	8813
859	8820
860	8812
861	8813
862	8815
863	8832
864	8819
865	8814
866	8818
867	8813
868	8814
869	8816
870	8815
871	8809
872	8803
873	8804
874	8815
875	8820
876	8823
877	8813
878	8810
879	8819
880	8814
881	8817
882	8827
883	8820
884	8817
885	8815
886	8812
887	8815
888	8817
889	8821
890	8826
891	8822
892	8820
893	8810
894	8822
895	8807
896	8811
897	8805
898	8817
899	8818
900	8807
901	8808
902	8809
903	8804
904	8814
905	8813
906	8812
907	8805
908	8804
909	8806
910	8812
911	8814
912	8822
913	8822
914	8817
915	8824
916	8818
917	8815
918	8820
919	8815
920	8803
921	8809
922	8804
923	8811
924	8816
925	8811
926	8824
927	8821
928	8813
929	8823
930	8827
931	8814
932	8821
933	8819
934	8816
935	8813
936	8821
937	8822
938	8820
939	8815
940	8810
941	8806
942	8806
943	8810
944	8808
945	8806
946	8819
947	8813
948	8816
949	8811
950	8802
951	8795
952	8806
953	8806
954	8806
955	8812
956	8801
957	8807
958	8804
959	8801
960	8810
961	8814
962	8810
963	8807
964	8815
965	8813
966	8821
967	8813
968	8816
969	8809
970	8808
971	8808
972	8802
973	8803
974	8805
975	8784
976	8794
977	8814
978	8808
979	8807
980	8808
981	8810
982	8803
983	8803
984	8807
985	8810
986	8805
987	8804
988	8802
989	8798
990	8789
991	8786
992	8798
993	8806
994	8796
995	8806
996	8799
997	8803
998	0
999	0
